Name,ForeignID,Default terminal,Monthly Diesel Quota,Street,Bandar,State,District,"Region (North, South, East or Central)",Email,Telephone,Accessibilty Roadtanker,Next Critical Stock,"Latitude/Longitude, Road",Status,Sold to Name,Sold to ID,ShipTo ID,Sales Organisation for SAP field,Postcode,"Position Method, Road","Position Method, Home",POI,Planned Trips,Overridden terminal for 97,Order Type 2,Order Type 1,Opening time,No delivery start 2,No delivery start 1,No delivery end 2,No delivery end 1,Name2,Mobile,Marked for export,"Latitude/Longitude, Home",Last Visit,Last changed by user,Last changed,Just in Time + 1,Just in Time,House Suffix,House Number,GPS-validated,Fax,Division for SAP field,Distribution Channel for SAP field,CUSTOMERINFOTEXT23,Customer type,Customer Group,Created by user,Created,Country Code,Country,"Coordinate, Road","Coordinate, Home",Contact Name,Consolidation Group,Closing time,Binary opening weekdays string,Alternative Street,Address District
NADI MESAH ENTERPRISE,90043756,M808,21840,"LOT 3585, KM 1, JALAN MERU, ,",KLANG,SEL,CENTR1,CENTRAL,,196005268,43680,14/10/16 16:00,"(3.061991, 101.452328)",Default,NADI MESAH ENTERPRISE,90043756,90043756,D001,41050,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(3.061991, 101.452328)",(Invalid),STARSPRD01_ImportServer,09/10/16 10:46,17/10/16 7:18,13/10/16 14:45,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,28/07/15 11:59,PEN,Malaysia,"(772579, 338757)","(772579, 338757)",,- Invalid -,23:59:00,1111111,,- Invalid -
NADI OASIS ENTERPRISE,90041443,M818,163800,"PT 6726, HSM 1836,JALAN GURUN, JENIANG, MUKIM PADANG LEMBU,",GURUN,KED,NORTH1,NORTH,jaimurali.m@petronas.com.my,124035665,43680,14/10/16 20:31,"(5.816668, 100.633336)",Default,NADI OASIS ENTERPRISE,90041443,90041443,D001,8000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:30:00,,,,,,,FALSE,"(5.816668, 100.633336)",(Invalid),STARSPRD01_ImportServer,10/10/16 19:03,(Invalid),14/10/16 20:31,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,09/12/14 21:53,PEN,Malaysia,"(680844, 643200)","(680844, 643200)",,- Invalid -,23:00:00,1111111,,- Invalid -
NADI SIGMA ENTERPRISE,90038586,M829,54600,"LOT PTD 144806, HS(D)453201, TAMAN AUSTIN PERDANA,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,,129219210,54600,13/10/16 6:49,"(1.547797, 103.786740)",Default,NADI SIGMA ENTERPRISE,90038586,90038586,D001,81100,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.547797, 103.786740)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:52,(Invalid),13/10/16 6:49,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(1033075, 171681)","(1033075, 171681)",,- Invalid -,23:59:00,1111111,,- Invalid -
NADRI BIN KASIM,90016398,M819,147420,"LOT 290, MUKIM KEDAWANG, ,",LANGKAWI,KED,NORTH1,NORTH,irfan.mattaha@petronas.com.my,124712236,21840,(Invalid),"(6.318842, 99.737010)",Default,NADRI BIN KASIM,90016398,90016398,D001,7100,,,Invalid,0,,- Invalid -,Retail_Delivery,7:00:00,,,,,,,FALSE,"(6.318842, 99.737010)",(Invalid),abuubaida_mfakir_STARSPRDXMI_2,19/09/16 8:15,(Invalid),(Invalid),,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(581518, 698508)","(581518, 698508)",,- Invalid -,23:00:00,1111111,,- Invalid -
NAJAH ENTERPRISE,90016082,M829,163800,"STESEN MINYAK DAN SERVIS, LOT PTD 3797, LAPANGAN TERBANG SENAI",SENAI,JOH,SOUTH2,SOUTH,,197299788,54600,12/10/16 20:20,"(1.633848, 103.662256)",Default,NAJAH ENTERPRISE,90016082,90016082,D001,81400,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.633848, 103.662256)",(Invalid),STARSPRD01_ImportServer,11/10/16 10:50,14/10/16 8:01,12/10/16 20:20,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(1019159, 181193)","(1019159, 181193)",,- Invalid -,23:00:00,1111111,,- Invalid -
NANI SURIANI KHAN ENTERPRISE,90044698,M817,54600,"LOT 89905, JALAN PASIR PUTEH, TAMAN PENGKALAN JAYA",IPOH,PER,NORTH2,NORTH,azly_abubakar@petronas.com.my,,43680,12/10/16 0:38,"(4.554065, 101.075599)",Default,NANI SURIANI KHAN ENTERPRISE,90044698,90044698,D001,31650,,,Invalid,0,,- Invalid -,Retail_Delivery,0:30:00,,,,,,,FALSE,"(4.554065, 101.075599)",(Invalid),STARSPRD01_ImportServer,07/10/16 1:05,(Invalid),12/10/16 0:38,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,04/07/16 1:10,PEN,Malaysia,"(730288, 503703)","(730288, 503703)",,- Invalid -,23:59:00,1111111,,- Invalid -
NAPAWI MAJU ENTERPRISE,90040233,M818,567840,"PT 2827 & PT2828, ,",BUKIT KAYU HITAM,KED,NORTH1,NORTH,irfan.mattaha@petronas.com.my,124046385,43680,13/10/16 3:03,"(6.480762, 100.425730)",Default,NAPAWI MAJU ENTERPRISE,90040233,90040233,D001,6050,,,Invalid,0,,- Invalid -,Retail_Delivery,0:30:00,,,,,,,FALSE,"(6.480762, 100.425730)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:25,14/10/16 23:10,12/10/16 5:59,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,09/12/14 21:53,PEN,Malaysia,"(657657, 716571)","(657657, 716571)",,- Invalid -,23:59:00,1111111,,- Invalid -
NAR GLOBAL ENERGY ENTERPRISE,90041451,M828,87360,"KM 3.2, JALAN TUN DR ISMAIL, ,",SEREMBAN,SER,SOUTH1,SOUTH,roshanpal@petronas.com.my,,54600,12/10/16 21:19,"(2.745400, 101.919647)",Default,NAR GLOBAL ENERGY ENTERPRISE,90041451,90041451,D001,70200,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.745400, 101.919647)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:58,(Invalid),12/10/16 21:19,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(824654, 303848)","(824654, 303848)",,- Invalid -,23:59:00,1111111,,- Invalid -
NASAIM TRADING,90040986,M838,49140,"STESEN SERVIS PETRONAS, LOT PT 416 HS(M) 372, PULAU MKM PULAU KUBANG KERIAN",KOTA BHARU,KEL,EAST1,EAST,iskandar_ahmad@petronas.com.my,139804200,43680,11/10/16 13:49,"(6.084492, 102.284225)",Default,NASAIM TRADING,90040986,90040986,D001,16150,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(6.084492, 102.284225)",(Invalid),STARSPRD01_ImportServer,08/10/16 8:18,12/10/16 13:57,11/10/16 13:49,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(863603, 673650)","(863603, 673650)",,- Invalid -,23:59:00,1111111,,- Invalid -
NASJJA ENTERPRISE,90017176,M829,98280,"STESEN SERVIS PETRONAS, TAMAN TAMPOI UTAMA, NO. 29 JALAN SRI PERKASA 2/18",JOHOR BAHRU,JOH,SOUTH2,SOUTH,mustaffa.zakaria@petronas.com.my,127163107,43680,11/10/16 19:17,"(1.501846, 103.686970)",Default,NASJJA ENTERPRISE,90017176,90017176,D001,81200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.501846, 103.686970)",(Invalid),STARSPRD01_ImportServer,10/10/16 12:01,12/10/16 19:16,11/10/16 19:17,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(1021950, 166560)","(1021950, 166560)",,- Invalid -,23:59:00,1111111,,- Invalid -
NAZA PETROL STATION AND SERVICES,90030799,M839,141960,"PETRONAS SERVICE STATION, LOT 1593 MUKIM PEDAH,",JERANTUT,PAH,EAST2,EAST,asree_asmoe@petronas.com.my,199845429,43680,11/10/16 11:52,"(3.936740, 102.371376)",Default,NAZA PETROL STATION AND SERVICES,90030799,90030799,D001,27000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.936740, 102.371376)",(Invalid),STARSPRD01_ImportServer,10/10/16 9:25,13/10/16 12:00,11/10/16 11:52,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(874486, 435892)","(874486, 435892)",,- Invalid -,23:59:00,1111111,,- Invalid -
NAZRA RESOURCES,90041911,M808,464100,"LOT 52,KAW.R&R L/RAYA SHAHPADU, ,",KLANG,SEL,CENTR1,CENTRAL,,136306770,54600,11/10/16 11:18,"(3.080679, 101.426861)",Default,NAZRA RESOURCES,90041911,90041911,D001,41400,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(3.080679, 101.426861)",(Invalid),STARSPRD01_ImportServer,10/10/16 23:04,15/10/16 15:31,11/10/16 11:18,,,FALSE,,FL,RE,1,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:41,PEN,Malaysia,"(769742, 340818)","(769742, 340818)",,- Invalid -,23:00:00,1111111,,- Invalid -
NAZS ENTERPRISE,90039453,M808,196147,"LOT 7489, JALAN KEPONG, ,",KUALA LUMPUR,PSK,CENTR2,CENTRAL,eries_deraman@petronas.com.my,122691660,43680,11/10/16 11:18,"(3.209884, 101.657038)",Default,NAZS ENTERPRISE,90039453,90039453,D001,52000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.209884, 101.657038)",(Invalid),STARSPRD01_ImportServer,10/10/16 12:04,12/10/16 7:50,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(795307, 355176)","(795307, 355176)",,- Invalid -,23:59:00,1111111,,- Invalid -
NAZXUMIE ENTERPRISE,90041485,M838,245400,"PETRONAS SERVICE STATION WAKAF BHARU, LOT 19428, WAKAF BARU,KUALA NERUS,",KUALA TERENGGANU,TRE,EAST1,EAST,syafrulfaisyah@petronas.com.my,145453311,43680,12/10/16 9:31,"(5.365218, 103.089099)",Default,NAZXUMIE ENTERPRISE,90041485,90041485,D001,21300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.365218, 103.089099)",(Invalid),STARSPRD01_ImportServer,09/10/16 14:22,13/10/16 7:04,12/10/16 9:31,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,09/12/14 21:53,PEN,Malaysia,"(953415, 594550)","(953415, 594550)",,- Invalid -,23:59:00,1111111,,- Invalid -
NEEM BARAKHA,90043031,M828,136500,"LOT PT 25435 H.S.(D) 218453, BATU 3, MAMBAU, MUKIM RASAH, NEGERI SEMBILAN,",SEREMBAN,SER,SOUTH1,SOUTH,roshanpal@petronas.com.my,127247770,54600,12/10/16 14:04,"(2.680010, 101.927576)",Default,NEEM BARAKHA,90043031,90043031,D001,70300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.680010, 101.927576)",(Invalid),STARSPRD01_ImportServer,10/10/16 7:59,13/10/16 4:14,11/10/16 12:13,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,26/02/15 15:09,PEN,Malaysia,"(825554, 296613)","(825554, 296613)",,- Invalid -,23:59:00,1111111,,- Invalid -
NEKUCHEE RESOURCES,90037135,M808,98280,"LOT 4609, MUKIM ULU BERNAM, ,",TANJONG MALIM,PER,NORTH2,NORTH,azmir_arffin@petronas.com.my,122388800,43680,14/10/16 12:34,"(3.694841, 101.518218)",Default,NEKUCHEE RESOURCES,90037135,90037135,D001,35900,,,Invalid,0,M818,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.694841, 101.518218)",(Invalid),STARSPRD01_ImportServer,09/10/16 23:16,13/10/16 2:17,11/10/16 22:51,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(779726, 408793)","(779726, 408793)",,- Invalid -,23:59:00,1111111,,- Invalid -
NF TIDI ENTERPRISE,90036061,M818,65520,"LOT 78 BANDAR DARULAMAN, ,",JITRA,KED,NORTH1,NORTH,ng_chanwai@petronas.com.my,193327329,43680,14/10/16 14:17,"(6.235393, 100.420102)",Default,NF TIDI ENTERPRISE,90036061,90036061,D001,6000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(6.235393, 100.420102)",(Invalid),STARSPRD01_ImportServer,08/10/16 9:16,(Invalid),14/10/16 14:17,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(657109, 689437)","(657109, 689437)",,- Invalid -,23:59:00,1111111,,- Invalid -
NHE ANGGUN ENTERPRISE,90039680,M808,38038,"LOT 59,BATU 3, JALAN AMPANG, ,",KUALA LUMPUR,PSK,CENTR2,CENTRAL,,193748249,32760,11/10/16 11:18,"(3.160856, 101.730023)",Default,NHE ANGGUN ENTERPRISE,90039680,90039680,D001,50450,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.160856, 101.730023)",(Invalid),STARSPRD01_ImportServer,10/10/16 13:36,12/10/16 11:39,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(803439, 349772)","(803439, 349772)",,- Invalid -,23:59:00,1111111,,- Invalid -
NHZ MAJU JAYA TRADING,90039427,M839,120120,"LOT 25 HS(D) 4529, JLN PEKAN-NENASI, ,",BANDAR PEKAN,PAH,EAST2,EAST,kyairul_anuas@petronas.com.my,179898156,43680,11/10/16 11:18,"(3.490645, 103.397538)",Default,NHZ MAJU JAYA TRADING,90039427,90039427,D001,26600,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(3.490645, 103.397538)",(Invalid),abuubaida_mfakir_STARSPRDXMI_2,19/09/16 8:15,(Invalid),11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(988914, 386970)","(988914, 386970)",,- Invalid -,23:59:00,1111111,,- Invalid -
NIKANIAGA TRAVEL & TOURS SDN BHD,90001019,M838,190920,"LOT PT 114, BANDAR BARU DURIAN MAS, ,",DUNGUN,TRE,EAST1,EAST,fariduddin.jaafar@petronas.com.my,195135438,43680,12/10/16 10:43,"(4.622415, 103.215232)",Default,NIKANIAGA TRAVEL & TOURS SDN BHD,90001019,90001019,D001,23000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(4.622415, 103.215232)",(Invalid),STARSPRD01_ImportServer,11/10/16 10:30,13/10/16 19:05,12/10/16 10:43,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(967954, 512316)","(967954, 512316)",,- Invalid -,23:59:00,1111111,,- Invalid -
NK PETROMART,90043821,M829,49140,"LOT 1283, PTD 135891, BATU 8, LEBUHRAYA SKUDAI,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,,177201390,43680,12/10/16 12:30,"(1.523822, 103.678066)",Default,NK PETROMART,90043821,90043821,D001,81300,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.523822, 103.678066)",(Invalid),STARSPRD01_ImportServer,09/10/16 15:12,15/10/16 5:51,12/10/16 12:30,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,24/08/15 15:17,PEN,Malaysia,"(1020951, 168995)","(1020951, 168995)",,- Invalid -,23:59:00,1111111,,- Invalid -
NLB AMANIS ENTERPRISE,90034861,M828,103740,"LOT 4729-4734 & LOT 4735-4740, PEKAN LUKUT , PORT DICKSON,",LUKUT,SER,SOUTH1,SOUTH,roshanpal@petronas.com.my,012-334 7682,43680,13/10/16 21:22,"(2.565731, 101.824242)",Default,NLB AMANIS ENTERPRISE,90034861,90034861,D001,71010,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.565731, 101.824242)",(Invalid),STARSPRD01_ImportServer,09/10/16 21:50,(Invalid),13/10/16 21:22,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(814082, 283939)","(814082, 283939)",,- Invalid -,23:59:00,1111111,,- Invalid -
NLR PRIMA MARKETING & SERVICES,90043536,M808,45104,"LOT PT 28768 HS (M) 21664, BANDAR BARU BANGI INDUSTRI ZON 1, SUNGAI RAMAL DALAM",KAJANG,SEL,CENTR3,CENTRAL,noormarlizan.mamat@petronas.com.my,127706724,43680,15/10/16 8:18,"(2.972660, 101.750227)",Default,NLR PRIMA MARKETING & SERVICES,90043536,90043536,D001,43000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.972660, 101.750227)",(Invalid),STARSPRD01_ImportServer,11/10/16 9:03,(Invalid),15/10/16 8:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,08/06/15 15:19,PEN,Malaysia,"(805740, 328952)","(805740, 328952)",,- Invalid -,23:59:00,1111111,,- Invalid -
NMN ENTERPRISE,90034067,M808,91083,"STESEN SERVIS PETRONAS, LOT PT 2495 JALAN P 16 PRECINT 16,",PUTRAJAYA,PSK,CENTR3,CENTRAL,zamrul_ali@petronas.com.my,178883144,54600,11/10/16 11:18,"(2.933708, 101.707743)",Default,NMN ENTERPRISE,90034067,90034067,D001,62150,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(2.933708, 101.707743)",(Invalid),STARSPRD01_ImportServer,10/10/16 13:07,12/10/16 6:20,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(801024, 324630)","(801024, 324630)",,- Invalid -,23:59:00,1111111,,- Invalid -
NN SURIA ENTERPRISE,90040825,M818,458360,"STESEN SERVIS PETRONAS, LOT 4290/91 HSD 50548/49, LEBUHRAYA UTARA PENANG,JURU MKM",SEBERANG PERAI TENGAH,PIN,NORTH2,NORTH,izzuddin.jalil@petronas.com.my,194787066,43680,13/10/16 18:32,"(5.354587, 100.416152)",Default,NN SURIA ENTERPRISE,90040825,90040825,D001,13700,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.354587, 100.416152)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:56,13/10/16 18:32,12/10/16 16:43,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,09/12/14 21:53,PEN,Malaysia,"(656915, 592041)","(656915, 592041)",,- Invalid -,23:59:00,1111111,,- Invalid -
NNC NOVA ENTERPRISE,90043400,M818,92820,"LOT 3167 HS (M) MUKIM 4,SEBERANG PERAI, ,",SEBERANG PERAI,PIN,NORTH1,NORTH,,,43680,14/10/16 10:05,"(5.398217, 100.410875)",Default,NNC NOVA ENTERPRISE,90043400,90043400,D001,13700,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.398217, 100.410875)",(Invalid),STARSPRD01_ImportServer,10/10/16 17:55,(Invalid),14/10/16 10:05,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,28/05/15 12:24,PEN,Malaysia,"(656319, 596864)","(656319, 596864)",,- Invalid -,23:59:00,1111111,,- Invalid -
NNDN ENTERPRISE,90041033,M828,103740,"STESEN SERVIS PETRONAS, LOT 715 GM505,716 GM 505,, 762 GM 1053, MUKIM SEMABOK",MELAKA TENGAH,MEL,SOUTH1,SOUTH,mnajib.suki@petronas.com.my,196665706,54600,13/10/16 1:46,"(2.195092, 102.287147)",Default,NNDN ENTERPRISE,90041033,90041033,D001,75050,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.195092, 102.287147)",(Invalid),STARSPRD01_ImportServer,10/10/16 23:54,13/10/16 1:46,11/10/16 23:29,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(865712, 243027)","(865712, 243027)",,- Invalid -,23:59:00,1111111,,- Invalid -
NOMAZ ENTERRPISE,90030849,M817,27300,"PETRONAS SERVICE STATION, LOT 55218, BATU 9, TANJUNG RAMBUTAN,",IPOH,PER,NORTH2,NORTH,rasydansani@petronas.com.my,195555300,43680,20/10/16 23:01,"(4.659973, 101.161360)",Default,NOMAZ ENTERRPISE,90030849,90030849,D001,31250,,,Invalid,0,,- Invalid -,Retail_Delivery,6:30:00,,,,,,,FALSE,"(4.659973, 101.161360)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:48,(Invalid),20/10/16 23:01,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,22/12/14 14:02,PEN,Malaysia,"(739772, 515446)","(739772, 515446)",,- Invalid -,00:30:00,1111111,,- Invalid -
NOMAZ PETRO SERVIS ENTERPRISE,90000242,M817,70980,"LOT 3545, KAMPONG MUHIBBAH, SUNGAI SIPUT UTARA,",SUNGAI SIPUT,PER,NORTH2,NORTH,rasydansani@petronas.com.my,195555300,43680,13/10/16 2:14,"(4.807481, 101.092965)",Default,NOMAZ PETRO SERVIS ENTERPRISE,90000242,90000242,D001,31100,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(4.807481, 101.092965)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:49,(Invalid),13/10/16 2:14,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(732132, 531739)","(732132, 531739)",,- Invalid -,23:59:00,1111111,,- Invalid -
NONZ SERVICES,90032862,M839,81900,"LOT 678 KM2, JALAN KARAK, ,",MENTAKAB,PAH,EAST2,EAST,irwandie.johari@petronas.com.my,129592650,43680,11/10/16 17:08,"(3.481342, 102.336996)",Default,NONZ SERVICES,90032862,90032862,D001,28000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.481342, 102.336996)",(Invalid),STARSPRD01_ImportServer,11/10/16 7:30,16/10/16 18:22,11/10/16 17:08,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(870853, 385454)","(870853, 385454)",,- Invalid -,23:59:00,1111111,,- Invalid -
NORJUN ENTERPRISE,90017159,M828,185640,"LOT 701 PEKAN SELANDAR, ,","JASIN, MELAKA",MEL,SOUTH1,SOUTH,,126086951,43680,11/10/16 20:19,"(2.389406, 102.378227)",Default,NORJUN ENTERPRISE,90017159,90017159,D001,76470,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.389406, 102.378227)",(Invalid),STARSPRD01_ImportServer,10/10/16 21:44,(Invalid),11/10/16 20:19,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(875806, 264565)","(875806, 264565)",,- Invalid -,23:59:00,1111111,,- Invalid -
NORLIN PETROL & SERVICES,90031973,M839,158340,"PT 33423, SEKTOR 1, BANDAR INDERA MAHKOTA,",KUANTAN,PAH,EAST2,EAST,kyairul_anuas@petronas.com.my,199837979,43680,13/10/16 8:23,"(3.820721, 103.288622)",Default,NORLIN PETROL & SERVICES,90031973,90031973,D001,25000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.820721, 103.288622)",(Invalid),STARSPRD01_ImportServer,11/10/16 1:05,(Invalid),13/10/16 8:23,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(976607, 423501)","(976607, 423501)",,- Invalid -,23:59:00,1111111,,- Invalid -
NORLIZA BINTI BORHAN,90018103,M838,131040,"STESEN PETRONAS KUALA BERANG, ,",KUALA BERANG,TRE,EAST1,EAST,syafrulfaisyah@petronas.com.my,199563710,43680,12/10/16 16:59,"(5.074143, 103.019544)",Default,NORLIZA BINTI BORHAN,90018103,90018103,D001,21700,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.074143, 103.019544)",(Invalid),STARSPRD01_ImportServer,09/10/16 15:35,15/10/16 5:45,12/10/16 16:59,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(945896, 562245)","(945896, 562245)",,- Invalid -,23:59:00,1111111,,- Invalid -
NORMYDAA ENTERPRISE,90030134,M808,54600,"LOT 32650 JLN LANGAT, ,",KLANG,SEL,CENTR1,CENTRAL,azulhilmee.hasan@petronas.com.my,123176563,54600,11/10/16 11:18,"(3.004176, 101.441849)",Default,NORMYDAA ENTERPRISE,90030134,90030134,D001,41200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.004176, 101.441849)",(Invalid),STARSPRD01_ImportServer,05/10/16 17:45,12/10/16 4:23,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(771428, 332358)","(771428, 332358)",,- Invalid -,23:59:00,1111111,,- Invalid -
NRNM FUEL & GAS STATION,90041250,M838,125580,"LOT 2261, TOK JIRING,JLA KELANTAN, ,",KUALA TERENGGANU,TRE,EAST1,EAST,syafrulfaisyah@petronas.com.my,129072099,43680,11/10/16 18:39,"(5.348264, 103.086150)",Default,NRNM FUEL & GAS STATION,90041250,90041250,D001,21060,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(5.348264, 103.086150)",(Invalid),STARSPRD01_ImportServer,10/10/16 17:27,14/10/16 22:59,11/10/16 18:39,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(953100, 592669)","(953100, 592669)",,- Invalid -,22:00:00,1111111,,- Invalid -
NST MESRA KIOSK,90031173,M808,453180,"NO. 2 & 4, TAMAN PERINDUSTRIAN AXIS, ,",SHAH ALAM,SEL,CENTR1,CENTRAL,suffian_abu@petronas.com.my,192622765,54600,12/10/16 9:04,"(3.027282, 101.542219)",Default,NST MESRA KIOSK,90031173,90031173,D001,42450,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.027282, 101.542219)",(Invalid),STARSPRD01_ImportServer,09/10/16 15:26,13/10/16 23:06,12/10/16 9:04,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(782586, 334940)","(782586, 334940)",,- Invalid -,23:59:00,1111111,,- Invalid -
